net_name,property_id,query_result,elapsed_seconds
ACASXu_1_1.nnet,adversarial_0,SAT,2.161496
ACASXu_1_1.nnet,adversarial_1,SAT,0.485348
ACASXu_1_1.nnet,adversarial_2,SAT,0.473093
ACASXu_1_1.nnet,adversarial_3,SAT,0.465937
ACASXu_1_1.nnet,adversarial_4,SAT,0.490811
ACASXu_1_1.nnet,adversarial_5,SAT,0.569401
ACASXu_1_1.nnet,adversarial_6,SAT,0.515238
ACASXu_1_1.nnet,adversarial_7,SAT,0.504832
ACASXu_1_1.nnet,adversarial_8,SAT,0.472148
ACASXu_1_1.nnet,adversarial_9,SAT,0.520884
ACASXu_1_1.nnet,adversarial_10,SAT,0.440499
ACASXu_1_1.nnet,adversarial_11,SAT,0.706371
ACASXu_1_1.nnet,adversarial_12,SAT,0.466611
ACASXu_1_1.nnet,adversarial_13,SAT,0.480242
ACASXu_1_1.nnet,adversarial_14,SAT,0.411329
ACASXu_1_1.nnet,adversarial_15,SAT,0.539295
ACASXu_1_1.nnet,adversarial_16,SAT,0.522177
ACASXu_1_1.nnet,adversarial_17,SAT,0.474763
ACASXu_1_1.nnet,adversarial_18,SAT,0.465905
ACASXu_1_1.nnet,adversarial_19,SAT,0.467467
ACASXu_1_2.nnet,adversarial_0,SAT,0.495093
ACASXu_1_2.nnet,adversarial_1,SAT,0.549509
ACASXu_1_2.nnet,adversarial_2,SAT,0.581656
ACASXu_1_2.nnet,adversarial_3,SAT,0.600929
ACASXu_1_2.nnet,adversarial_4,SAT,0.537542
ACASXu_1_2.nnet,adversarial_5,SAT,0.562431
ACASXu_1_2.nnet,adversarial_6,SAT,0.574301
ACASXu_1_2.nnet,adversarial_7,SAT,0.664100
ACASXu_1_2.nnet,adversarial_8,SAT,0.418858
ACASXu_1_2.nnet,adversarial_9,SAT,0.578268
ACASXu_1_2.nnet,adversarial_10,SAT,0.378775
ACASXu_1_2.nnet,adversarial_11,SAT,0.584494
ACASXu_1_2.nnet,adversarial_12,SAT,0.527017
ACASXu_1_2.nnet,adversarial_13,SAT,0.523121
ACASXu_1_2.nnet,adversarial_14,SAT,0.528903
ACASXu_1_2.nnet,adversarial_15,SAT,0.499021
ACASXu_1_2.nnet,adversarial_16,SAT,0.532992
ACASXu_1_2.nnet,adversarial_17,SAT,0.472159
ACASXu_1_2.nnet,adversarial_18,SAT,0.517875
ACASXu_1_2.nnet,adversarial_19,SAT,0.528828
ACASXu_1_3.nnet,adversarial_0,SAT,0.587878
ACASXu_1_3.nnet,adversarial_1,SAT,0.548302
ACASXu_1_3.nnet,adversarial_2,SAT,0.500655
ACASXu_1_3.nnet,adversarial_3,SAT,0.537804
ACASXu_1_3.nnet,adversarial_4,SAT,0.454210
ACASXu_1_3.nnet,adversarial_5,SAT,0.655361
ACASXu_1_3.nnet,adversarial_6,SAT,0.587121
ACASXu_1_3.nnet,adversarial_7,SAT,0.591079
ACASXu_1_3.nnet,adversarial_8,SAT,0.397779
ACASXu_1_3.nnet,adversarial_9,SAT,0.440853
ACASXu_1_3.nnet,adversarial_10,SAT,0.450371
ACASXu_1_3.nnet,adversarial_11,SAT,0.613584
ACASXu_1_3.nnet,adversarial_12,SAT,0.369080
ACASXu_1_3.nnet,adversarial_13,SAT,0.528811
ACASXu_1_3.nnet,adversarial_14,SAT,0.406156
ACASXu_1_3.nnet,adversarial_15,SAT,0.593823
ACASXu_1_3.nnet,adversarial_16,SAT,0.523143
ACASXu_1_3.nnet,adversarial_17,SAT,0.501286
ACASXu_1_3.nnet,adversarial_18,SAT,0.532727
ACASXu_1_3.nnet,adversarial_19,SAT,0.527130
ACASXu_1_4.nnet,adversarial_0,SAT,0.573131
ACASXu_1_4.nnet,adversarial_1,SAT,0.555036
ACASXu_1_4.nnet,adversarial_2,SAT,0.575980
ACASXu_1_4.nnet,adversarial_3,SAT,0.523326
ACASXu_1_4.nnet,adversarial_4,SAT,0.420246
ACASXu_1_4.nnet,adversarial_5,SAT,0.610617
ACASXu_1_4.nnet,adversarial_6,SAT,0.594141
ACASXu_1_4.nnet,adversarial_7,SAT,0.647169
ACASXu_1_4.nnet,adversarial_8,SAT,0.415615
ACASXu_1_4.nnet,adversarial_9,SAT,0.545466
ACASXu_1_4.nnet,adversarial_10,SAT,0.428737
ACASXu_1_4.nnet,adversarial_11,SAT,0.681439
ACASXu_1_4.nnet,adversarial_12,SAT,0.468145
ACASXu_1_4.nnet,adversarial_13,SAT,0.532327
ACASXu_1_4.nnet,adversarial_14,SAT,0.430709
ACASXu_1_4.nnet,adversarial_15,SAT,0.664978
ACASXu_1_4.nnet,adversarial_16,SAT,0.519241
ACASXu_1_4.nnet,adversarial_17,SAT,0.485554
ACASXu_1_4.nnet,adversarial_18,SAT,0.529407
ACASXu_1_4.nnet,adversarial_19,SAT,0.516713
ACASXu_1_5.nnet,adversarial_0,SAT,0.560353
ACASXu_1_5.nnet,adversarial_1,SAT,0.543032
ACASXu_1_5.nnet,adversarial_2,SAT,0.571998
ACASXu_1_5.nnet,adversarial_3,SAT,0.570693
ACASXu_1_5.nnet,adversarial_4,SAT,0.428016
ACASXu_1_5.nnet,adversarial_5,SAT,0.515261
ACASXu_1_5.nnet,adversarial_6,SAT,0.621846
ACASXu_1_5.nnet,adversarial_7,SAT,0.549967
ACASXu_1_5.nnet,adversarial_8,SAT,0.485855
ACASXu_1_5.nnet,adversarial_9,SAT,0.524220
ACASXu_1_5.nnet,adversarial_10,SAT,0.515583
ACASXu_1_5.nnet,adversarial_11,SAT,0.594846
ACASXu_1_5.nnet,adversarial_12,SAT,0.465950
ACASXu_1_5.nnet,adversarial_13,SAT,0.672980
ACASXu_1_5.nnet,adversarial_14,SAT,0.473684
ACASXu_1_5.nnet,adversarial_15,SAT,0.553728
ACASXu_1_5.nnet,adversarial_16,SAT,0.596889
ACASXu_1_5.nnet,adversarial_17,SAT,0.567489
ACASXu_1_5.nnet,adversarial_18,SAT,0.555255
ACASXu_1_5.nnet,adversarial_19,SAT,0.469307
ACASXu_1_6.nnet,adversarial_0,SAT,0.521949
ACASXu_1_6.nnet,adversarial_1,SAT,0.488863
ACASXu_1_6.nnet,adversarial_2,SAT,0.537114
ACASXu_1_6.nnet,adversarial_3,SAT,0.536886
ACASXu_1_6.nnet,adversarial_4,SAT,0.389052
ACASXu_1_6.nnet,adversarial_5,SAT,0.482417
ACASXu_1_6.nnet,adversarial_6,SAT,0.534206
ACASXu_1_6.nnet,adversarial_7,SAT,0.613532
ACASXu_1_6.nnet,adversarial_8,SAT,0.441047
ACASXu_1_6.nnet,adversarial_9,SAT,0.518807
ACASXu_1_6.nnet,adversarial_10,SAT,0.428733
ACASXu_1_6.nnet,adversarial_11,SAT,0.586755
ACASXu_1_6.nnet,adversarial_12,SAT,0.386632
ACASXu_1_6.nnet,adversarial_13,SAT,0.552007
ACASXu_1_6.nnet,adversarial_14,SAT,0.528004
