net_name,property_id,query_result,elapsed_seconds
ACASXU_run2a_1_1_batch_2000.nnet,adversarial_0,SAT,7.418879128061235
ACASXU_run2a_1_1_batch_2000.nnet,adversarial_1,SAT,7.288999101147056
ACASXU_run2a_1_1_batch_2000.nnet,adversarial_2,SAT,6.607025030069053
ACASXU_run2a_1_1_batch_2000.nnet,adversarial_3,SAT,7.6672915648669
ACASXU_run2a_1_1_batch_2000.nnet,adversarial_4,SAT,7.737681355327368
ACASXU_run2a_1_1_batch_2000.nnet,adversarial_5,SAT,7.879703808110207
ACASXU_run2a_1_1_batch_2000.nnet,adversarial_6,SAT,7.689673598390073
ACASXU_run2a_1_1_batch_2000.nnet,adversarial_7,UNSAT,7.789827235043049
ACASXU_run2a_1_1_batch_2000.nnet,adversarial_8,SAT,8.38704048609361
ACASXU_run2a_1_1_batch_2000.nnet,adversarial_9,SAT,7.27927662897855
ACASXU_run2a_1_1_batch_2000.nnet,adversarial_10,SAT,8.972858009394258
ACASXU_run2a_1_1_batch_2000.nnet,adversarial_11,SAT,7.832021504174918
ACASXU_run2a_1_1_batch_2000.nnet,adversarial_12,SAT,7.892515796236694
ACASXU_run2a_1_1_batch_2000.nnet,adversarial_13,SAT,7.8490923517383635
ACASXU_run2a_1_1_batch_2000.nnet,adversarial_14,SAT,7.086581888142973
ACASXU_run2a_1_1_batch_2000.nnet,adversarial_15,SAT,7.678032457828522
ACASXU_run2a_1_1_batch_2000.nnet,adversarial_16,SAT,7.830772192683071
ACASXU_run2a_1_1_batch_2000.nnet,adversarial_17,SAT,7.640977110248059
ACASXU_run2a_1_1_batch_2000.nnet,adversarial_18,SAT,7.350268359761685
ACASXU_run2a_1_1_batch_2000.nnet,adversarial_19,SAT,8.178502724971622
ACASXU_run2a_1_2_batch_2000.nnet,adversarial_0,SAT,7.856732110958546
ACASXU_run2a_1_2_batch_2000.nnet,adversarial_1,SAT,8.025230037048459
ACASXU_run2a_1_2_batch_2000.nnet,adversarial_2,SAT,7.900878204032779
ACASXU_run2a_1_2_batch_2000.nnet,adversarial_3,SAT,8.473066498991102
ACASXU_run2a_1_2_batch_2000.nnet,adversarial_4,SAT,7.862805403769016
ACASXU_run2a_1_2_batch_2000.nnet,adversarial_5,SAT,8.276710663922131
ACASXU_run2a_1_2_batch_2000.nnet,adversarial_6,SAT,7.615489240735769
ACASXU_run2a_1_2_batch_2000.nnet,adversarial_7,SAT,9.032282111234963
ACASXU_run2a_1_2_batch_2000.nnet,adversarial_8,SAT,8.299637163057923
ACASXU_run2a_1_2_batch_2000.nnet,adversarial_9,SAT,8.182444564066827
ACASXU_run2a_1_2_batch_2000.nnet,adversarial_10,SAT,8.45850364305079
ACASXU_run2a_1_2_batch_2000.nnet,adversarial_11,SAT,7.948431762866676
ACASXU_run2a_1_2_batch_2000.nnet,adversarial_12,SAT,8.068226089235395
ACASXU_run2a_1_2_batch_2000.nnet,adversarial_13,SAT,7.936481487005949
ACASXU_run2a_1_2_batch_2000.nnet,adversarial_14,SAT,7.25281922891736
ACASXU_run2a_1_2_batch_2000.nnet,adversarial_15,SAT,8.09747604187578
ACASXU_run2a_1_2_batch_2000.nnet,adversarial_16,SAT,8.098911801353097
ACASXU_run2a_1_2_batch_2000.nnet,adversarial_17,SAT,7.747930568177253
ACASXU_run2a_1_2_batch_2000.nnet,adversarial_18,SAT,7.715035018976778
ACASXU_run2a_1_2_batch_2000.nnet,adversarial_19,SAT,8.34824868105352
