net_name,property_id,query_result,elapsed_seconds
ACASXu_1_1.nnet,adversarial_0,SAT,2.595169
ACASXu_1_1.nnet,adversarial_1,SAT,2.415056
ACASXu_1_1.nnet,adversarial_2,SAT,2.480349
ACASXu_1_1.nnet,adversarial_3,SAT,2.625941
ACASXu_1_1.nnet,adversarial_4,SAT,2.502278
ACASXu_1_1.nnet,adversarial_5,SAT,2.504470
ACASXu_1_1.nnet,adversarial_6,SAT,2.453725
ACASXu_1_1.nnet,adversarial_7,SAT,2.567592
ACASXu_1_1.nnet,adversarial_8,SAT,2.513399
ACASXu_1_1.nnet,adversarial_9,SAT,2.579688
ACASXu_1_1.nnet,adversarial_10,SAT,2.536020
ACASXu_1_1.nnet,adversarial_11,SAT,2.485558
ACASXu_1_1.nnet,adversarial_12,SAT,2.534796
ACASXu_1_1.nnet,adversarial_13,SAT,2.459966
ACASXu_1_1.nnet,adversarial_14,SAT,2.474912
ACASXu_1_1.nnet,adversarial_15,SAT,2.636634
ACASXu_1_1.nnet,adversarial_16,SAT,2.459226
ACASXu_1_1.nnet,adversarial_17,SAT,2.485359
ACASXu_1_1.nnet,adversarial_18,SAT,2.475037
ACASXu_1_1.nnet,adversarial_19,SAT,2.458107
ACASXu_1_2.nnet,adversarial_0,UNSAT,30.687543
ACASXu_1_2.nnet,adversarial_1,UNSAT,2.449362
ACASXu_1_2.nnet,adversarial_2,SAT,2.515505
ACASXu_1_2.nnet,adversarial_3,SAT,8.114426
ACASXu_1_2.nnet,adversarial_4,UNSAT,2.784442
ACASXu_1_2.nnet,adversarial_5,SAT,2.678711
ACASXu_1_2.nnet,adversarial_6,UNSAT,2.330120
ACASXu_1_2.nnet,adversarial_7,UNSAT,2.706598
ACASXu_1_2.nnet,adversarial_8,UNSAT,2.405256
ACASXu_1_2.nnet,adversarial_9,SAT,2.809620
ACASXu_1_2.nnet,adversarial_10,UNSAT,2.697080
ACASXu_1_2.nnet,adversarial_11,UNSAT,2.799202
ACASXu_1_2.nnet,adversarial_12,UNSAT,2.566978
ACASXu_1_2.nnet,adversarial_13,SAT,2.728944
ACASXu_1_2.nnet,adversarial_14,SAT,2.897678
ACASXu_1_2.nnet,adversarial_15,SAT,2.505397
ACASXu_1_2.nnet,adversarial_16,UNSAT,2.385207
ACASXu_1_2.nnet,adversarial_17,UNSAT,3.027123
ACASXu_1_2.nnet,adversarial_18,UNSAT,2.457380
ACASXu_1_2.nnet,adversarial_19,UNSAT,2.579379
ACASXu_1_3.nnet,adversarial_0,SAT,2.592951
ACASXu_1_3.nnet,adversarial_1,SAT,2.488994
ACASXu_1_3.nnet,adversarial_2,SAT,2.477535
ACASXu_1_3.nnet,adversarial_3,SAT,2.643413
ACASXu_1_3.nnet,adversarial_4,SAT,2.625391
ACASXu_1_3.nnet,adversarial_5,SAT,2.521604
ACASXu_1_3.nnet,adversarial_6,SAT,2.484029
ACASXu_1_3.nnet,adversarial_7,SAT,2.473102
ACASXu_1_3.nnet,adversarial_8,SAT,2.668099
ACASXu_1_3.nnet,adversarial_9,SAT,2.723939
ACASXu_1_3.nnet,adversarial_10,SAT,2.615871
ACASXu_1_3.nnet,adversarial_11,SAT,2.547719
ACASXu_1_3.nnet,adversarial_12,SAT,2.516309
ACASXu_1_3.nnet,adversarial_13,SAT,2.587076
ACASXu_1_3.nnet,adversarial_14,SAT,2.694311
ACASXu_1_3.nnet,adversarial_15,SAT,2.641491
ACASXu_1_3.nnet,adversarial_16,SAT,2.539605
ACASXu_1_3.nnet,adversarial_17,SAT,2.499532
ACASXu_1_3.nnet,adversarial_18,SAT,2.640316
ACASXu_1_3.nnet,adversarial_19,SAT,2.463273
ACASXu_1_4.nnet,adversarial_0,UNSAT,2.647815
ACASXu_1_4.nnet,adversarial_1,UNSAT,2.361249
ACASXu_1_4.nnet,adversarial_2,SAT,2.597055
ACASXu_1_4.nnet,adversarial_3,SAT,2.775034
ACASXu_1_4.nnet,adversarial_4,UNSAT,2.543687
ACASXu_1_4.nnet,adversarial_5,UNSAT,4.037866
ACASXu_1_4.nnet,adversarial_6,UNSAT,2.376955
ACASXu_1_4.nnet,adversarial_7,UNSAT,2.607864
ACASXu_1_4.nnet,adversarial_8,UNSAT,2.430468
ACASXu_1_4.nnet,adversarial_9,UNSAT,12.488315
